llm_name,method_name,case_id,candidate_path,ground_truth_path,embedding_model,similarity_threshold,ground_truth_states,candidate_states,matched_state_pairs,missing_ground_truth_states,extra_candidate_states,ground_truth_state_count,candidate_state_count,matched_state_count,missing_state_count,extra_state_count,semantic_state_precision,semantic_state_recall,semantic_state_f1
Qwen_2.5_7B,rag,case_39_website_development,valid_diagrams/Qwen_2.5_7B/rag/case_39_website_development/diagram.puml,dataset/case_39_website_development/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Available departments"",""Career opportunities"",""Display Projects"",""Employment/Internship application form"",""History of the firm"",""Homepage"",""News/blog"",""Photos"",""Updates"",""Verification"",""Walk-through""]","[""CareerOpportunities"",""JobApplication"",""NavigationBar"",""PhotoOrVideo"",""ProjectInfo""]","[{""ground_truth_state"":""Career opportunities"",""candidate_state"":""CareerOpportunities"",""ground_truth_normalized"":""career opportunities"",""candidate_normalized"":""career opportunities"",""similarity"":1.0}]","[""Available departments"",""Display Projects"",""Employment/Internship application form"",""History of the firm"",""Homepage"",""News/blog"",""Photos"",""Updates"",""Verification"",""Walk-through""]","[""JobApplication"",""NavigationBar"",""PhotoOrVideo"",""ProjectInfo""]",11,5,1,10,4,0.2,0.090909,0.125
DeepSeek_R1_14B,rag,case_41_video_suggestion_system,valid_diagrams/DeepSeek_R1_14B/rag/case_41_video_suggestion_system/diagram.puml,dataset/case_41_video_suggestion_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""AddDetails"",""GatherVideos"",""IdentifyUser"",""ReceiveRequest"",""SendVideos""]",[],"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""AddDetails"",""GatherVideos"",""IdentifyUser"",""ReceiveRequest"",""SendVideos""]",9,5,0,9,5,0.0,0.0,0.0
Llama_3.1_8B,baseline_repair,case_41_video_suggestion_system,valid_diagrams/Llama_3.1_8B/baseline_repair/case_41_video_suggestion_system/diagram.puml,dataset/case_41_video_suggestion_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""Adding Details"",""Gathering Videos"",""Identifying User"",""Idle"",""Promoted Videos"",""Receiving Request"",""Sending Suggestions"",""Similar Videos"",""Trending Videos"",""User Preferences"",""User Profile""]","[{""ground_truth_state"":""Paid Promotion Videos"",""candidate_state"":""Promoted Videos"",""ground_truth_normalized"":""paid promotion videos"",""candidate_normalized"":""promoted videos"",""similarity"":0.844121},{""ground_truth_state"":""Similar Genre Videos"",""candidate_state"":""Similar Videos"",""ground_truth_normalized"":""similar genre videos"",""candidate_normalized"":""similar videos"",""similarity"":0.812945},{""ground_truth_state"":""Trending Videos"",""candidate_state"":""Trending Videos"",""ground_truth_normalized"":""trending videos"",""candidate_normalized"":""trending videos"",""similarity"":1.0}]","[""Other Videos watched by similar users"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Tag Videos"",""Suggest Videos""]","[""Adding Details"",""Gathering Videos"",""Identifying User"",""Idle"",""Receiving Request"",""Sending Suggestions"",""User Preferences"",""User Profile""]",9,11,3,6,8,0.272727,0.333333,0.3
Llama_3.1_8B,rag,case_41_video_suggestion_system,valid_diagrams/Llama_3.1_8B/rag/case_41_video_suggestion_system/diagram.puml,dataset/case_41_video_suggestion_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""Idle"",""Processing""]",[],"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""Idle"",""Processing""]",9,2,0,9,2,0.0,0.0,0.0
Llama_3.1_8B,syntax_grounded_repair,case_41_video_suggestion_system,valid_diagrams/Llama_3.1_8B/syntax_grounded_repair/case_41_video_suggestion_system/diagram.puml,dataset/case_41_video_suggestion_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""Adding Details"",""Gathering Videos"",""Identifying User"",""Idle"",""Promoted Videos"",""Receiving Request"",""Sending Suggestions"",""Similar Videos"",""Trending Videos"",""User Preferences"",""User Profile""]","[{""ground_truth_state"":""Paid Promotion Videos"",""candidate_state"":""Promoted Videos"",""ground_truth_normalized"":""paid promotion videos"",""candidate_normalized"":""promoted videos"",""similarity"":0.844121},{""ground_truth_state"":""Similar Genre Videos"",""candidate_state"":""Similar Videos"",""ground_truth_normalized"":""similar genre videos"",""candidate_normalized"":""similar videos"",""similarity"":0.812945},{""ground_truth_state"":""Trending Videos"",""candidate_state"":""Trending Videos"",""ground_truth_normalized"":""trending videos"",""candidate_normalized"":""trending videos"",""similarity"":1.0}]","[""Other Videos watched by similar users"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Tag Videos"",""Suggest Videos""]","[""Adding Details"",""Gathering Videos"",""Identifying User"",""Idle"",""Receiving Request"",""Sending Suggestions"",""User Preferences"",""User Profile""]",9,11,3,6,8,0.272727,0.333333,0.3
Mistral,baseline_repair,case_41_video_suggestion_system,valid_diagrams/Mistral/baseline_repair/case_41_video_suggestion_system/diagram.puml,dataset/case_41_video_suggestion_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""AddDetails"",""GatherVideos"",""IdentifyUser"",""SendSuggestions"",""UserRequest""]",[],"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""AddDetails"",""GatherVideos"",""IdentifyUser"",""SendSuggestions"",""UserRequest""]",9,5,0,9,5,0.0,0.0,0.0
Mistral,rag,case_41_video_suggestion_system,valid_diagrams/Mistral/rag/case_41_video_suggestion_system/diagram.puml,dataset/case_41_video_suggestion_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""AddDetails"",""GatherVideos"",""IdentifyUser"",""SendSuggestions"",""UserRequest""]",[],"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""AddDetails"",""GatherVideos"",""IdentifyUser"",""SendSuggestions"",""UserRequest""]",9,5,0,9,5,0.0,0.0,0.0
Mistral,syntax_grounded_repair,case_41_video_suggestion_system,valid_diagrams/Mistral/syntax_grounded_repair/case_41_video_suggestion_system/diagram.puml,dataset/case_41_video_suggestion_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""AddDetails"",""GatherVideos"",""IdentifyUser"",""SendSuggestions"",""UserRequest""]",[],"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""AddDetails"",""GatherVideos"",""IdentifyUser"",""SendSuggestions"",""UserRequest""]",9,5,0,9,5,0.0,0.0,0.0
Qwen_2.5_7B,baseline_repair,case_41_video_suggestion_system,valid_diagrams/Qwen_2.5_7B/baseline_repair/case_41_video_suggestion_system/diagram.puml,dataset/case_41_video_suggestion_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""UserDelivery"",""UserRequest"",""VideoCollection"",""VideoDetails""]",[],"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""UserDelivery"",""UserRequest"",""VideoCollection"",""VideoDetails""]",9,4,0,9,4,0.0,0.0,0.0
Qwen_2.5_7B,rag,case_41_video_suggestion_system,valid_diagrams/Qwen_2.5_7B/rag/case_41_video_suggestion_system/diagram.puml,dataset/case_41_video_suggestion_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""AddDetails"",""GatherVideos"",""SendSuggestions"",""UserRequest""]",[],"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""AddDetails"",""GatherVideos"",""SendSuggestions"",""UserRequest""]",9,4,0,9,4,0.0,0.0,0.0
Qwen_2.5_7B,syntax_grounded_repair,case_41_video_suggestion_system,valid_diagrams/Qwen_2.5_7B/syntax_grounded_repair/case_41_video_suggestion_system/diagram.puml,dataset/case_41_video_suggestion_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""UserDelivery"",""UserRequest"",""VideoCollection"",""VideoDetails""]",[],"[""Other Videos watched by similar users"",""Paid Promotion Videos"",""Request Suggestion"",""Retrieve Other Attributes of videos"",""Retrieve Unique Id"",""Similar Genre Videos"",""Similar Tag Videos"",""Suggest Videos"",""Trending Videos""]","[""UserDelivery"",""UserRequest"",""VideoCollection"",""VideoDetails""]",9,4,0,9,4,0.0,0.0,0.0
DeepSeek_R1_14B,baseline_repair,case_45_alarm_clock,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_45_alarm_clock/diagram.puml,dataset/case_45_alarm_clock/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Prepared"",""Ringing"",""Unprepared""]","[""Alarm Set"",""Off"",""Ringing""]","[{""ground_truth_state"":""Ringing"",""candidate_state"":""Ringing"",""ground_truth_normalized"":""ringing"",""candidate_normalized"":""ringing"",""similarity"":1.0}]","[""Prepared"",""Unprepared""]","[""Alarm Set"",""Off""]",3,3,1,2,2,0.333333,0.333333,0.333333
Llama_3.1_8B,baseline_repair,case_45_alarm_clock,valid_diagrams/Llama_3.1_8B/baseline_repair/case_45_alarm_clock/diagram.puml,dataset/case_45_alarm_clock/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Prepared"",""Ringing"",""Unprepared""]","[""Activated"",""Off"",""Stopped""]",[],"[""Prepared"",""Ringing"",""Unprepared""]","[""Activated"",""Off"",""Stopped""]",3,3,0,3,3,0.0,0.0,0.0
Llama_3.1_8B,rag,case_45_alarm_clock,valid_diagrams/Llama_3.1_8B/rag/case_45_alarm_clock/diagram.puml,dataset/case_45_alarm_clock/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Prepared"",""Ringing"",""Unprepared""]","[""AlarmActive"",""Idle"",""Off""]",[],"[""Prepared"",""Ringing"",""Unprepared""]","[""AlarmActive"",""Idle"",""Off""]",3,3,0,3,3,0.0,0.0,0.0
Llama_3.1_8B,syntax_grounded_repair,case_45_alarm_clock,valid_diagrams/Llama_3.1_8B/syntax_grounded_repair/case_45_alarm_clock/diagram.puml,dataset/case_45_alarm_clock/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Prepared"",""Ringing"",""Unprepared""]","[""Activated"",""Off"",""Stopped""]",[],"[""Prepared"",""Ringing"",""Unprepared""]","[""Activated"",""Off"",""Stopped""]",3,3,0,3,3,0.0,0.0,0.0
Qwen_2.5_7B,few_shot,case_45_alarm_clock,valid_diagrams/Qwen_2.5_7B/few_shot/case_45_alarm_clock/diagram.puml,dataset/case_45_alarm_clock/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Prepared"",""Ringing"",""Unprepared""]","[""Alarm Ringing"",""Alarm Set"",""Off""]",[],"[""Prepared"",""Ringing"",""Unprepared""]","[""Alarm Ringing"",""Alarm Set"",""Off""]",3,3,0,3,3,0.0,0.0,0.0
DeepSeek_R1_14B,baseline_repair,case_46_digital_watch,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_46_digital_watch/diagram.puml,dataset/case_46_digital_watch/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Change alarm hour"",""Change alarm minute"",""Change Hour"",""Change minutes"",""Display"",""Prepared"",""Ringing"",""TurnedOff"",""TurnedOn"",""Unprepared"",""Watch""]","[""Adjusting Time State"",""Alarm Off State"",""Alarm State"",""Light On State"",""Normal State""]",[],"[""Change alarm hour"",""Change alarm minute"",""Change Hour"",""Change minutes"",""Display"",""Prepared"",""Ringing"",""TurnedOff"",""TurnedOn"",""Unprepared"",""Watch""]","[""Adjusting Time State"",""Alarm Off State"",""Alarm State"",""Light On State"",""Normal State""]",11,5,0,11,5,0.0,0.0,0.0
DeepSeek_R1_14B,syntax_grounded_repair,case_46_digital_watch,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_46_digital_watch/diagram.puml,dataset/case_46_digital_watch/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Change alarm hour"",""Change alarm minute"",""Change Hour"",""Change minutes"",""Display"",""Prepared"",""Ringing"",""TurnedOff"",""TurnedOn"",""Unprepared"",""Watch""]","[""Adjusting Time State"",""Alarm Off State"",""Alarm State"",""Light On State"",""Normal State""]",[],"[""Change alarm hour"",""Change alarm minute"",""Change Hour"",""Change minutes"",""Display"",""Prepared"",""Ringing"",""TurnedOff"",""TurnedOn"",""Unprepared"",""Watch""]","[""Adjusting Time State"",""Alarm Off State"",""Alarm State"",""Light On State"",""Normal State""]",11,5,0,11,5,0.0,0.0,0.0
Qwen_2.5_7B,baseline_repair,case_46_digital_watch,valid_diagrams/Qwen_2.5_7B/baseline_repair/case_46_digital_watch/diagram.puml,dataset/case_46_digital_watch/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Change alarm hour"",""Change alarm minute"",""Change Hour"",""Change minutes"",""Display"",""Prepared"",""Ringing"",""TurnedOff"",""TurnedOn"",""Unprepared"",""Watch""]","[""Adjusting Time"",""Alarm Settings"",""Alarm Triggered"",""Idle"",""Light On""]",[],"[""Change alarm hour"",""Change alarm minute"",""Change Hour"",""Change minutes"",""Display"",""Prepared"",""Ringing"",""TurnedOff"",""TurnedOn"",""Unprepared"",""Watch""]","[""Adjusting Time"",""Alarm Settings"",""Alarm Triggered"",""Idle"",""Light On""]",11,5,0,11,5,0.0,0.0,0.0
Qwen_2.5_7B,syntax_grounded_repair,case_46_digital_watch,valid_diagrams/Qwen_2.5_7B/syntax_grounded_repair/case_46_digital_watch/diagram.puml,dataset/case_46_digital_watch/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Change alarm hour"",""Change alarm minute"",""Change Hour"",""Change minutes"",""Display"",""Prepared"",""Ringing"",""TurnedOff"",""TurnedOn"",""Unprepared"",""Watch""]","[""Adjusting Time"",""Alarm Settings"",""Alarm Triggered"",""Idle"",""Light On""]",[],"[""Change alarm hour"",""Change alarm minute"",""Change Hour"",""Change minutes"",""Display"",""Prepared"",""Ringing"",""TurnedOff"",""TurnedOn"",""Unprepared"",""Watch""]","[""Adjusting Time"",""Alarm Settings"",""Alarm Triggered"",""Idle"",""Light On""]",11,5,0,11,5,0.0,0.0,0.0
DeepSeek_R1_14B,baseline_repair,case_47_safehome_security_function,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_47_safehome_security_function/diagram.puml,dataset/case_47_safehome_security_function/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""ActingOnAlarm"",""Idle"",""MonitoringSystemStatus"",""Resetting""]","[""Monitoring"",""Normal"",""PowerOnCheck"",""ReadyToUse"",""StartupProblem""]",[],"[""ActingOnAlarm"",""Idle"",""MonitoringSystemStatus"",""Resetting""]","[""Monitoring"",""Normal"",""PowerOnCheck"",""ReadyToUse"",""StartupProblem""]",4,5,0,4,5,0.0,0.0,0.0
DeepSeek_R1_14B,syntax_grounded_repair,case_47_safehome_security_function,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_47_safehome_security_function/diagram.puml,dataset/case_47_safehome_security_function/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""ActingOnAlarm"",""Idle"",""MonitoringSystemStatus"",""Resetting""]","[""Monitoring"",""Normal"",""PowerOnCheck"",""ReadyToUse"",""StartupProblem""]",[],"[""ActingOnAlarm"",""Idle"",""MonitoringSystemStatus"",""Resetting""]","[""Monitoring"",""Normal"",""PowerOnCheck"",""ReadyToUse"",""StartupProblem""]",4,5,0,4,5,0.0,0.0,0.0
Llama_3.1_8B,baseline_repair,case_47_safehome_security_function,valid_diagrams/Llama_3.1_8B/baseline_repair/case_47_safehome_security_function/diagram.puml,dataset/case_47_safehome_security_function/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""ActingOnAlarm"",""Idle"",""MonitoringSystemStatus"",""Resetting""]","[""Activate"",""Alarm"",""Monitoring"",""Normal"",""Problem"",""Ready"",""Reset"",""Startup"",""TurnOff""]","[{""ground_truth_state"":""ActingOnAlarm"",""candidate_state"":""Alarm"",""ground_truth_normalized"":""acting on alarm"",""candidate_normalized"":""alarm"",""similarity"":0.853297},{""ground_truth_state"":""Resetting"",""candidate_state"":""Reset"",""ground_truth_normalized"":""resetting"",""candidate_normalized"":""reset"",""similarity"":0.963797}]","[""Idle"",""MonitoringSystemStatus""]","[""Activate"",""Monitoring"",""Normal"",""Problem"",""Ready"",""Startup"",""TurnOff""]",4,9,2,2,7,0.222222,0.5,0.307692
Llama_3.1_8B,few_shot,case_47_safehome_security_function,valid_diagrams/Llama_3.1_8B/few_shot/case_47_safehome_security_function/diagram.puml,dataset/case_47_safehome_security_function/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""ActingOnAlarm"",""Idle"",""MonitoringSystemStatus"",""Resetting""]","[""Activate"",""Alarm"",""Monitoring"",""Normal"",""Problem"",""Ready"",""Reset"",""Startup"",""TurnOff""]","[{""ground_truth_state"":""ActingOnAlarm"",""candidate_state"":""Alarm"",""ground_truth_normalized"":""acting on alarm"",""candidate_normalized"":""alarm"",""similarity"":0.853297},{""ground_truth_state"":""Resetting"",""candidate_state"":""Reset"",""ground_truth_normalized"":""resetting"",""candidate_normalized"":""reset"",""similarity"":0.963797}]","[""Idle"",""MonitoringSystemStatus""]","[""Activate"",""Monitoring"",""Normal"",""Problem"",""Ready"",""Startup"",""TurnOff""]",4,9,2,2,7,0.222222,0.5,0.307692
Llama_3.1_8B,rag,case_47_safehome_security_function,valid_diagrams/Llama_3.1_8B/rag/case_47_safehome_security_function/diagram.puml,dataset/case_47_safehome_security_function/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""ActingOnAlarm"",""Idle"",""MonitoringSystemStatus"",""Resetting""]","[""Activate"",""Alarm"",""Deactivate"",""Monitoring"",""PowerOff"",""PowerOn"",""Ready"",""Reset"",""Startup""]","[{""ground_truth_state"":""ActingOnAlarm"",""candidate_state"":""Alarm"",""ground_truth_normalized"":""acting on alarm"",""candidate_normalized"":""alarm"",""similarity"":0.853297},{""ground_truth_state"":""Resetting"",""candidate_state"":""Reset"",""ground_truth_normalized"":""resetting"",""candidate_normalized"":""reset"",""similarity"":0.963797}]","[""Idle"",""MonitoringSystemStatus""]","[""Activate"",""Deactivate"",""Monitoring"",""PowerOff"",""PowerOn"",""Ready"",""Startup""]",4,9,2,2,7,0.222222,0.5,0.307692
Llama_3.1_8B,syntax_grounded_repair,case_47_safehome_security_function,valid_diagrams/Llama_3.1_8B/syntax_grounded_repair/case_47_safehome_security_function/diagram.puml,dataset/case_47_safehome_security_function/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""ActingOnAlarm"",""Idle"",""MonitoringSystemStatus"",""Resetting""]","[""Activate"",""Alarm"",""Monitoring"",""Normal"",""Problem"",""Ready"",""Reset"",""Startup"",""TurnOff""]","[{""ground_truth_state"":""ActingOnAlarm"",""candidate_state"":""Alarm"",""ground_truth_normalized"":""acting on alarm"",""candidate_normalized"":""alarm"",""similarity"":0.853297},{""ground_truth_state"":""Resetting"",""candidate_state"":""Reset"",""ground_truth_normalized"":""resetting"",""candidate_normalized"":""reset"",""similarity"":0.963797}]","[""Idle"",""MonitoringSystemStatus""]","[""Activate"",""Monitoring"",""Normal"",""Problem"",""Ready"",""Startup"",""TurnOff""]",4,9,2,2,7,0.222222,0.5,0.307692
Qwen_2.5_7B,syntax_grounded_repair,case_47_safehome_security_function,valid_diagrams/Qwen_2.5_7B/syntax_grounded_repair/case_47_safehome_security_function/diagram.puml,dataset/case_47_safehome_security_function/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""ActingOnAlarm"",""Idle"",""MonitoringSystemStatus"",""Resetting""]","[""Activate"",""Alarm"",""Idle"",""Monitoring"",""ReadyToUse"",""Reset"",""TurnOff""]","[{""ground_truth_state"":""ActingOnAlarm"",""candidate_state"":""Alarm"",""ground_truth_normalized"":""acting on alarm"",""candidate_normalized"":""alarm"",""similarity"":0.853297},{""ground_truth_state"":""Idle"",""candidate_state"":""Idle"",""ground_truth_normalized"":""idle"",""candidate_normalized"":""idle"",""similarity"":1.0},{""ground_truth_state"":""Resetting"",""candidate_state"":""Reset"",""ground_truth_normalized"":""resetting"",""candidate_normalized"":""reset"",""similarity"":0.963797}]","[""MonitoringSystemStatus""]","[""Activate"",""Monitoring"",""ReadyToUse"",""TurnOff""]",4,7,3,1,4,0.428571,0.75,0.545455
DeepSeek_R1_14B,baseline_repair,case_51_process_sale,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_51_process_sale/diagram.puml,dataset/case_51_process_sale/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment"",""WaitingForSale""]","[""Payment"",""Payment Declined"",""Sale Completed"",""Selecting Items"",""VerifyingPayment"",""Waiting for Sale""]","[{""ground_truth_state"":""WaitingForSale"",""candidate_state"":""Waiting for Sale"",""ground_truth_normalized"":""waiting for sale"",""candidate_normalized"":""waiting for sale"",""similarity"":1.0}]","[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment""]","[""Payment"",""Payment Declined"",""Sale Completed"",""Selecting Items"",""VerifyingPayment""]",4,6,1,3,5,0.166667,0.25,0.2
DeepSeek_R1_14B,few_shot,case_51_process_sale,valid_diagrams/DeepSeek_R1_14B/few_shot/case_51_process_sale/diagram.puml,dataset/case_51_process_sale/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment"",""WaitingForSale""]","[""Payment"",""Payment Declined"",""Sale Completed"",""Selecting Items"",""VerifyingPayment"",""Waiting for Sale""]","[{""ground_truth_state"":""WaitingForSale"",""candidate_state"":""Waiting for Sale"",""ground_truth_normalized"":""waiting for sale"",""candidate_normalized"":""waiting for sale"",""similarity"":1.0}]","[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment""]","[""Payment"",""Payment Declined"",""Sale Completed"",""Selecting Items"",""VerifyingPayment""]",4,6,1,3,5,0.166667,0.25,0.2
DeepSeek_R1_14B,syntax_grounded_repair,case_51_process_sale,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_51_process_sale/diagram.puml,dataset/case_51_process_sale/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment"",""WaitingForSale""]","[""Payment"",""Payment Declined"",""Sale Completed"",""Selecting Items"",""VerifyingPayment"",""Waiting for Sale""]","[{""ground_truth_state"":""WaitingForSale"",""candidate_state"":""Waiting for Sale"",""ground_truth_normalized"":""waiting for sale"",""candidate_normalized"":""waiting for sale"",""similarity"":1.0}]","[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment""]","[""Payment"",""Payment Declined"",""Sale Completed"",""Selecting Items"",""VerifyingPayment""]",4,6,1,3,5,0.166667,0.25,0.2
Llama_3.1_8B,baseline_repair,case_51_process_sale,valid_diagrams/Llama_3.1_8B/baseline_repair/case_51_process_sale/diagram.puml,dataset/case_51_process_sale/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment"",""WaitingForSale""]","[""AddingItems"",""Completed"",""Payment"",""VerifyingPayment"",""WaitingForSale""]","[{""ground_truth_state"":""WaitingForSale"",""candidate_state"":""WaitingForSale"",""ground_truth_normalized"":""waiting for sale"",""candidate_normalized"":""waiting for sale"",""similarity"":1.0}]","[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment""]","[""AddingItems"",""Completed"",""Payment"",""VerifyingPayment""]",4,5,1,3,4,0.2,0.25,0.222222
Llama_3.1_8B,syntax_grounded_repair,case_51_process_sale,valid_diagrams/Llama_3.1_8B/syntax_grounded_repair/case_51_process_sale/diagram.puml,dataset/case_51_process_sale/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment"",""WaitingForSale""]","[""AddingItems"",""Completed"",""Payment"",""VerifyingPayment"",""WaitingForSale""]","[{""ground_truth_state"":""WaitingForSale"",""candidate_state"":""WaitingForSale"",""ground_truth_normalized"":""waiting for sale"",""candidate_normalized"":""waiting for sale"",""similarity"":1.0}]","[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment""]","[""AddingItems"",""Completed"",""Payment"",""VerifyingPayment""]",4,5,1,3,4,0.2,0.25,0.222222
