model,method,run_id,case_id,run_file,path,errors
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_45_alarm_clock,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_45_alarm_clock/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_46_digital_watch,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_46_digital_watch/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_47_safehome_security_function,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_47_safehome_security_function/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: ProblemDuringStartup, Safehome, Stopped | orphan_states_detected | orphan: Safehome"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_51_process_sale,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_51_process_sale/run_01.puml,"duplicate_transitions_detected (2) | unreachable_states_detected | unreachable: Complete sale, Complete sale with cash, Enter items one by one, Move to payment, Payment, Return to waiting, Verify payment with card or check"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_52_microwave_oven,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_52_microwave_oven/run_01.puml,"missing_final_state_transition (state --> [*]) | duplicate_transitions_detected (1) | unreachable_states_detected | unreachable: Cancel cooking, Choose power level, Cooking, Display time, Door open, Set cooking time"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_54_weather_station_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_54_weather_station_system/run_01.puml,missing_final_state_transition (state --> [*]) | duplicate_transitions_detected (1) | unreachable_states_detected | unreachable: Idle
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_59_atm_1,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_59_atm_1/run_01.puml,missing_initial_state_transition ([*] --> state) | choice_node_without_guarded_outgoing_transitions (Choice)
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_60_atm_2,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_60_atm_2/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Enter custom value, Re-enter amount, Select amount, Verify transaction"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_67_atm_many_scenarios_1,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_67_atm_many_scenarios_1/run_01.puml,"unreachable_states_detected | unreachable: Auth, Authentication of PIN, Dispense Cash, DispenseCash, Insert Card, Options, Print Receipt, PrintReceipt, Reset, Return Card, ReturnCard, Withdraw, Withdrawal"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_78_class_campaign_version_2,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_78_class_campaign_version_2/run_01.puml,"unreachable_states_detected | unreachable: ActivateCampaign, ApproveContract, ApproveScheduleAdverts, ArchiveCampaign, AssignManagerStaff <<final>>, CompleteCampaign, ExtendAdjustCampaign, HandlePayment, MarkCampaignPaid, OutOfService, PrepareAdverts, ReleaseStaffManagers, RunAdverts"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_01_healthcare_portal,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_01_healthcare_portal/run_01.puml,choice_node_without_guarded_outgoing_transitions (LoginDecision) | choice_node_without_guarded_outgoing_transitions (NavChoice) | choice_node_without_guarded_outgoing_transitions (PayDecision)
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_02_inventory,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_02_inventory/run_01.puml,"unreachable_states_detected | unreachable: Add new goods, Calculate discount and tax, Cancel receipt, Expired goods, Generate invoice, Generate receipt, Place order, Record customer requests, Remove goods, Replace item, Search items, Update price, View transactions"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,"unreachable_states_detected | unreachable: DisplayMatchingUsers, Search by filter category, Search by price range"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_15_e_ticketing_for_bus,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_15_e_ticketing_for_bus/run_01.puml,"multiple_initial_state_transitions (UserType, GettingDetails, ChoiceProfile) | choice_node_without_outgoing_transitions (EndInvalid)"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_16_weather_monitoring_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_16_weather_monitoring_system/run_01.puml,"multiple_initial_state_transitions (CreateAccount, Login) | duplicate_transitions_detected (10)"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_18_digidoclocker,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_18_digidoclocker/run_01.puml,"unreachable_states_detected | unreachable: Cancellation of Certificates, EndMerge, IssueCert, Issuing the Certificates, Request for Certificates, Update the Profile, View Profile | choice_node_without_outgoing_transitions (EndMerge)"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_32_e_visa_processing_and_follow_up_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_32_e_visa_processing_and_follow_up_system/run_01.puml,"unreachable_states_detected | unreachable: Cancellation of Certificates, EndMerge, IssueCert, Issuing the Certificates, Request for Certificates, Update the Profile, View Profile | choice_node_without_outgoing_transitions (EndMerge)"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_33_farm_management_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_33_farm_management_system/run_01.puml,choice_node_without_guarded_outgoing_transitions (LoginDecision) | choice_node_without_guarded_outgoing_transitions (NavChoice)
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_34_green_rides,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_34_green_rides/run_01.puml,"multiple_initial_state_transitions (J1, LJ) | choice_node_without_guarded_outgoing_transitions (J1) | choice_node_without_guarded_outgoing_transitions (J2) | choice_node_without_guarded_outgoing_transitions (J3) | choice_node_without_guarded_outgoing_transitions (J4) | choice_node_without_guarded_outgoing_transitions (LJ)"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_39_website_development,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_39_website_development/run_01.puml,"multiple_initial_state_transitions (NavigateHomepage, CheckSubmittedApplications) | missing_final_state_transition (state --> [*])"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_46_digital_watch,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_46_digital_watch/run_01.puml,duplicate_transitions_detected (1)
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_51_process_sale,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_51_process_sale/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Complete sale, Enter items one by one, Move to payment, Return to waiting, Waiting for a new sale"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_52_microwave_oven,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_52_microwave_oven/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Cooking, Door Open, Door Open With Item, Door Shut, Door Shut With Item, Ready To Cook"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_54_weather_station_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_54_weather_station_system/run_01.puml,"multiple_initial_state_transitions (Idle, Restart, CollectData, PrepareSummary, CheckStatus, ControlledMode, Shutdown)"
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_59_atm_1,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_59_atm_1/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_60_atm_2,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_60_atm_2/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_65_plane,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_65_plane/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_67_atm_many_scenarios_1,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_67_atm_many_scenarios_1/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_70_atm_many_scenarios_7,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_70_atm_many_scenarios_7/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_75_graderate,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_75_graderate/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,RAG,open_source__llama31_8b_instruct__rag,case_80_staff_member_class,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag/case_80_staff_member_class/run_01.puml,"multiple_initial_state_transitions (StaffMember, Assigned, Unassigned, Employed) | duplicate_transitions_detected (1)"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_01_healthcare_portal,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_01_healthcare_portal/run_01.puml,"multiple_initial_state_transitions (RegistrationFailed, RegistrationFailed, LoggedOut) | missing_final_state_transition (state --> [*])"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_02_inventory,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_02_inventory/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Adding Goods, Billing Process, Expired Goods, Invoice Generated, Order Placed, Purchase Made, Receipt Generated, Removing Goods, Searching Items, Updating Price | orphan_states_detected | orphan: Adding Goods, Billing Process, Expired Goods, Invoice Generated, Order Placed, Purchase Made, Receipt Generated, Removing Goods, Searching Items, Updating Price"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Filter Selected, Idle, Search Results Displayed"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_15_e_ticketing_for_bus,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_15_e_ticketing_for_bus/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | multiple_initial_state_transitions (New User, Ticket Booked, Account Managed, Logged Out) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Logged In, Registered User"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_16_weather_monitoring_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_16_weather_monitoring_system/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | multiple_initial_state_transitions (Account Creation, Account Creation)"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_18_digidoclocker,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_18_digidoclocker/run_01.puml,plantuml_syntax_error: Some diagram description contains errors | missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_28_ott_based_system_mini_reel,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_28_ott_based_system_mini_reel/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | multiple_initial_state_transitions (CreateAccount, CreateAccount) | missing_final_state_transition (state --> [*]) | duplicate_transitions_detected (5)"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_32_e_visa_processing_and_follow_up_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_32_e_visa_processing_and_follow_up_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors | missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_33_farm_management_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_33_farm_management_system/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Labour Availability, Logged In, Logged Out, Main Area, Market Conditions, Market Report, Pest Control Help, Pest Control Techniques, Soil Suggestions, Weather Insights"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_34_green_rides,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_34_green_rides/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | unreachable_states_detected | unreachable: Accident Occurred, Driving Mode Activated, Feedback Provided, Menu Viewed, Notification Sent, Order Placed, Other Options Selected, Place to Eat Selected"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_37_online_quiz_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_37_online_quiz_system/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_39_website_development,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_39_website_development/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Application Form, Career Opportunities, Homepage, Photo View, Project View, Update View, Video View"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_41_video_suggestion_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_41_video_suggestion_system/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | multiple_initial_state_transitions (Receive Video Suggestion Request, Identify User) | missing_final_state_transition (state --> [*])"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_45_alarm_clock,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_45_alarm_clock/run_01.puml,missing_final_state_transition (state --> [*]) | duplicate_transitions_detected (4)
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_46_digital_watch,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_46_digital_watch/run_01.puml,missing_final_state_transition (state --> [*]) | duplicate_transitions_detected (1)
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_47_safehome_security_function,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_47_safehome_security_function/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | multiple_initial_state_transitions (PowerOn, PowerOn) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Alarm, Error, Monitoring, Normal"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_51_process_sale,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_51_process_sale/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Adding items, Payment approved, Payment pending, Sale completed, Waiting for new sale"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_52_microwave_oven,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_52_microwave_oven/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Cooking, Display Time, Error, Set Power Level, cancel_cooking, door_opened | orphan_states_detected | orphan: Cooking, Display Time, Set Power Level"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_54_weather_station_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_54_weather_station_system/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_59_atm_1,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_59_atm_1/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Cancel Transaction, Enter Custom Amount, Idle, Select Amount, Transaction Complete"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_60_atm_2,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_60_atm_2/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Final, [*] | orphan_states_detected | orphan: Final, [*]"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_65_plane,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_65_plane/run_01.puml,missing_final_state_transition (state --> [*]) | duplicate_transitions_detected (6)
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_67_atm_many_scenarios_1,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_67_atm_many_scenarios_1/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Card Inserted, Card Returned, Cash Dispensed, Options Provided, PIN Prompted, PIN Verified, Receipt Printed, System Reset, Withdrawal Request Processed"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_70_atm_many_scenarios_7,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_70_atm_many_scenarios_7/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Check PIN, Greet User, Keep Card for Security, PIN Correct, PIN Incorrect"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_75_graderate,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_75_graderate/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Active, Archived, Expired | orphan_states_detected | orphan: Active, Archived, Expired"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_78_class_campaign_version_2,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_78_class_campaign_version_2/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Adverts Prepared, Adverts Running, CS3, CS4, CS5, CS6, CS7, CS8, CS9, Campaign Archived, Campaign Completed, Campaign Not Started, Campaign Started, Payment Settled | orphan_states_detected | orphan: Campaign Not Started"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_80_staff_member_class,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_80_staff_member_class/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Archived, Assigned | orphan_states_detected | orphan: Archived, Assigned"
Mistral,Few-shot,open_source__mistral__few_shot,case_01_healthcare_portal,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_01_healthcare_portal/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Registration Failure, Registration Success | orphan_states_detected | orphan: Registration Failure, Registration Success | choice_node_without_guarded_outgoing_transitions (LoginDecision) | choice_node_without_guarded_outgoing_transitions (Registration)"
Mistral,Few-shot,open_source__mistral__few_shot,case_02_inventory,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_02_inventory/run_01.puml,"unreachable_states_detected | unreachable: CalculatingDiscountAndTax, GeneratingInvoice, GeneratingReceipt, OrderingSupplier, PendingOrder, RecordingCustomerRequest, ReplacingOrCancellingReceipt, SelectingItemsForPurchase, ViewingTransactionSummary"
Mistral,Few-shot,open_source__mistral__few_shot,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,missing_final_state_transition (state --> [*])
Mistral,Few-shot,open_source__mistral__few_shot,case_16_weather_monitoring_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_16_weather_monitoring_system/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | multiple_initial_state_transitions (Registration, SuccessfulRegistration, SuccessfulLogin, ValidLocation, Temperature, Alerts) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: DewPoint, FuturePrediction, Graph, Humidity, InvalidRegistration, Pressure, Rainfall, WeeklyAnalysis"
Mistral,Few-shot,open_source__mistral__few_shot,case_18_digidoclocker,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_18_digidoclocker/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Apply for Certificate, ApplyCertificate, Citizen Home, Citizen Login, Citizen Register, CitizenHome, CitizenRegister, Multiple Certificates, Registrar Login, Registrar Request, RegistrarRequest, Upload Documents, UploadDocs | choice_node_without_outgoing_transitions (CitizenRegister) | choice_node_without_outgoing_transitions (RegistrarRequest)"
Mistral,Few-shot,open_source__mistral__few_shot,case_28_ott_based_system_mini_reel,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_28_ott_based_system_mini_reel/run_01.puml,missing_final_state_transition (state --> [*])
Mistral,Few-shot,open_source__mistral__few_shot,case_32_e_visa_processing_and_follow_up_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_32_e_visa_processing_and_follow_up_system/run_01.puml,"unreachable_states_detected | unreachable: Approved, CancelApplication, CheckDocument, CreateAccount, GiveFeedback, LoggedIn, Logout, ModifyDetails, Rejected, ViewDetails | orphan_states_detected | orphan: CreateAccount, LoggedIn"
Mistral,Few-shot,open_source__mistral__few_shot,case_33_farm_management_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_33_farm_management_system/run_01.puml,"unreachable_states_detected | unreachable: LabourAvailability, LabourDetails, Logout, SoilInfo, SoilSuggestions, UsingService, WeatherDetails, WeatherInsights"
