model,method,run_id,case_id,run_file,plantuml_valid,structural_valid,violation_count,violation_types,path
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_41_video_suggestion_system,run_01.puml,True,True,0,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_41_video_suggestion_system/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_45_alarm_clock,run_01.puml,True,True,0,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_45_alarm_clock/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_46_digital_watch,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_46_digital_watch/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_47_safehome_security_function,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_47_safehome_security_function/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_51_process_sale,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_51_process_sale/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_52_microwave_oven,run_01.puml,True,True,0,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_52_microwave_oven/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_54_weather_station_system,run_01.puml,True,False,1,multiple_initial_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_54_weather_station_system/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_59_atm_1,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_59_atm_1/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_60_atm_2,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_60_atm_2/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_65_plane,run_01.puml,True,True,0,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_65_plane/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_67_atm_many_scenarios_1,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_67_atm_many_scenarios_1/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_70_atm_many_scenarios_7,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_70_atm_many_scenarios_7/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_75_graderate,run_01.puml,True,True,0,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_75_graderate/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_78_class_campaign_version_2,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_78_class_campaign_version_2/run_01.puml
Llama 3.1 8B Instruct,RAG [rules only],open_source__llama31_8b_instruct__rag__rules_only,case_80_staff_member_class,run_01.puml,True,False,1,multiple_initial_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__rules_only/case_80_staff_member_class/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_01_healthcare_portal,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_01_healthcare_portal/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_02_inventory,run_01.puml,True,False,2,missing_final_state;unreachable_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_02_inventory/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_15_e_ticketing_for_bus,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_15_e_ticketing_for_bus/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_16_weather_monitoring_system,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_16_weather_monitoring_system/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_18_digidoclocker,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_18_digidoclocker/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_28_ott_based_system_mini_reel,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_28_ott_based_system_mini_reel/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_32_e_visa_processing_and_follow_up_system,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_32_e_visa_processing_and_follow_up_system/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_33_farm_management_system,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_33_farm_management_system/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_34_green_rides,run_01.puml,True,True,0,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_34_green_rides/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_37_online_quiz_system,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_37_online_quiz_system/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_39_website_development,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_39_website_development/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_41_video_suggestion_system,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_41_video_suggestion_system/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_45_alarm_clock,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_45_alarm_clock/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_46_digital_watch,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_46_digital_watch/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_47_safehome_security_function,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_47_safehome_security_function/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_51_process_sale,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_51_process_sale/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_52_microwave_oven,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_52_microwave_oven/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_54_weather_station_system,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_54_weather_station_system/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_59_atm_1,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_59_atm_1/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_60_atm_2,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_60_atm_2/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_65_plane,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_65_plane/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_67_atm_many_scenarios_1,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_67_atm_many_scenarios_1/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_70_atm_many_scenarios_7,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_70_atm_many_scenarios_7/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_75_graderate,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_75_graderate/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_78_class_campaign_version_2,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_78_class_campaign_version_2/run_01.puml
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_80_staff_member_class,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_80_staff_member_class/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_01_healthcare_portal,run_01.puml,True,False,5,missing_final_state;unreachable_states;orphan_states;invalid_choice_node;invalid_choice_node,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_01_healthcare_portal/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_02_inventory,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_02_inventory/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,True,False,3,multiple_initial_states;orphan_states;invalid_choice_node,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_15_e_ticketing_for_bus,run_01.puml,True,False,1,multiple_initial_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_15_e_ticketing_for_bus/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_16_weather_monitoring_system,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_16_weather_monitoring_system/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_18_digidoclocker,run_01.puml,True,False,2,multiple_initial_states;orphan_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_18_digidoclocker/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_28_ott_based_system_mini_reel,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_28_ott_based_system_mini_reel/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_32_e_visa_processing_and_follow_up_system,run_01.puml,True,False,1,multiple_initial_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_32_e_visa_processing_and_follow_up_system/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_33_farm_management_system,run_01.puml,True,False,1,multiple_initial_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_33_farm_management_system/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_34_green_rides,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_34_green_rides/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_37_online_quiz_system,run_01.puml,True,False,4,multiple_initial_states;duplicate_transitions;invalid_choice_node;invalid_choice_guards,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_37_online_quiz_system/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_39_website_development,run_01.puml,True,False,3,missing_initial_state;missing_final_state;orphan_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_39_website_development/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_41_video_suggestion_system,run_01.puml,True,True,0,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_41_video_suggestion_system/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_45_alarm_clock,run_01.puml,True,False,2,multiple_initial_states;missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_45_alarm_clock/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_46_digital_watch,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_46_digital_watch/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_47_safehome_security_function,run_01.puml,True,False,1,unreachable_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_47_safehome_security_function/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_51_process_sale,run_01.puml,True,True,0,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_51_process_sale/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_52_microwave_oven,run_01.puml,True,False,2,multiple_initial_states;missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_52_microwave_oven/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_54_weather_station_system,run_01.puml,True,False,2,multiple_initial_states;orphan_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_54_weather_station_system/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_59_atm_1,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_59_atm_1/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_60_atm_2,run_01.puml,True,True,0,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_60_atm_2/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_65_plane,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_65_plane/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_67_atm_many_scenarios_1,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_67_atm_many_scenarios_1/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_70_atm_many_scenarios_7,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_70_atm_many_scenarios_7/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_75_graderate,run_01.puml,True,True,0,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_75_graderate/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_78_class_campaign_version_2,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_78_class_campaign_version_2/run_01.puml
Mistral,RAG,open_source__mistral__rag,case_80_staff_member_class,run_01.puml,True,False,2,missing_final_state;duplicate_transitions,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_80_staff_member_class/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_01_healthcare_portal,run_01.puml,True,False,2,missing_final_state;invalid_choice_guards,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_01_healthcare_portal/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_02_inventory,run_01.puml,True,False,1,unreachable_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_02_inventory/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,True,False,2,multiple_initial_states;orphan_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_15_e_ticketing_for_bus,run_01.puml,True,False,2,multiple_initial_states;invalid_choice_node,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_15_e_ticketing_for_bus/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_16_weather_monitoring_system,run_01.puml,True,False,4,missing_final_state;unreachable_states;invalid_choice_guards;invalid_choice_guards,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_16_weather_monitoring_system/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_18_digidoclocker,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_18_digidoclocker/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_28_ott_based_system_mini_reel,run_01.puml,True,False,2,missing_initial_state;missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_28_ott_based_system_mini_reel/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_32_e_visa_processing_and_follow_up_system,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_32_e_visa_processing_and_follow_up_system/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_33_farm_management_system,run_01.puml,True,False,5,missing_initial_state;missing_final_state;orphan_states;invalid_choice_guards;invalid_choice_guards,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_33_farm_management_system/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_34_green_rides,run_01.puml,True,False,7,invalid_choice_guards;invalid_choice_guards;invalid_choice_guards;invalid_choice_node;invalid_choice_guards;invalid_choice_guards;invalid_choice_guards,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_34_green_rides/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_37_online_quiz_system,run_01.puml,True,False,13,unreachable_states;orphan_states;invalid_choice_guards;invalid_choice_node;invalid_choice_node;invalid_choice_node;invalid_choice_node;invalid_choice_guards;invalid_choice_guards;invalid_choice_node;invalid_choice_guards;invalid_choice_node;invalid_choice_guards,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_37_online_quiz_system/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_39_website_development,run_01.puml,True,False,2,missing_initial_state;missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_39_website_development/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_41_video_suggestion_system,run_01.puml,True,True,0,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_41_video_suggestion_system/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_45_alarm_clock,run_01.puml,True,False,2,missing_final_state;unreachable_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_45_alarm_clock/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_46_digital_watch,run_01.puml,True,False,2,missing_final_state;unreachable_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_46_digital_watch/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_47_safehome_security_function,run_01.puml,False,False,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_47_safehome_security_function/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_51_process_sale,run_01.puml,True,False,2,missing_final_state;unreachable_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_51_process_sale/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_52_microwave_oven,run_01.puml,True,False,3,multiple_initial_states;missing_final_state;orphan_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_52_microwave_oven/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_54_weather_station_system,run_01.puml,True,False,1,multiple_initial_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_54_weather_station_system/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_59_atm_1,run_01.puml,True,False,2,missing_final_state;duplicate_transitions,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_59_atm_1/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_60_atm_2,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_60_atm_2/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_65_plane,run_01.puml,True,False,1,unreachable_states,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_65_plane/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_67_atm_many_scenarios_1,run_01.puml,True,False,2,missing_final_state;duplicate_transitions,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_67_atm_many_scenarios_1/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_70_atm_many_scenarios_7,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_70_atm_many_scenarios_7/run_01.puml
Mistral,RAG [examples only],open_source__mistral__rag__examples_only,case_75_graderate,run_01.puml,True,False,1,missing_final_state,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag__examples_only/case_75_graderate/run_01.puml
