model,method,run_id,case_id,initial_plantuml_valid,final_plantuml_valid,initial_structural_valid,final_structural_valid,repair_success,validity_recovered,structurally_improved,structurally_worsened,unchanged_violation_count,initial_violation_count,final_violation_count,violation_reduction,violation_reduction_percent,regressed_new_violation_type,new_violation_type_count,new_violation_types,eliminated_violation_types,attempted_repair_iterations,accepted_repair_iterations,added_states_count,deleted_states_count,added_transitions_count,deleted_transitions_count,added_transition_edges_count,deleted_transition_edges_count,modified_transition_labels_count,total_graph_change_count,added_states,deleted_states,initial_path,final_path
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_16_weather_monitoring_system,True,True,False,True,True,True,True,False,False,2,0,2,100.0,False,0,,multiple_initial_states;parse_warning,2,2,0,0,6,0,6,0,0,6,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_16_weather_monitoring_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_16_weather_monitoring_system/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_18_digidoclocker,True,True,False,False,False,False,False,False,True,2,2,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_18_digidoclocker/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_18_digidoclocker/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_28_ott_based_system_mini_reel,True,True,False,False,False,False,True,False,False,3,2,1,33.33,True,1,multiple_initial_states,orphan_states;unreachable_states,5,1,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_28_ott_based_system_mini_reel/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_28_ott_based_system_mini_reel/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_32_e_visa_processing_and_follow_up_system,True,True,False,False,False,False,False,False,True,2,2,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_32_e_visa_processing_and_follow_up_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_32_e_visa_processing_and_follow_up_system/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_33_farm_management_system,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_33_farm_management_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_33_farm_management_system/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_34_green_rides,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_34_green_rides/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_34_green_rides/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_37_online_quiz_system,True,True,False,True,True,True,True,False,False,1,0,1,100.0,False,0,,missing_final_state,1,1,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_37_online_quiz_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_37_online_quiz_system/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_39_website_development,True,True,False,False,False,False,True,False,False,3,2,1,33.33,False,0,,duplicate_transitions,5,1,1,0,2,3,2,3,0,6,CareerOpopportunitiesReview,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_39_website_development/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_39_website_development/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_41_video_suggestion_system,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_41_video_suggestion_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_41_video_suggestion_system/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_45_alarm_clock,True,True,False,False,False,False,True,False,False,3,1,2,66.67,False,0,,duplicate_transitions;missing_final_state,5,2,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_45_alarm_clock/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_45_alarm_clock/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_46_digital_watch,True,True,False,True,True,True,True,False,False,2,0,2,100.0,False,0,,missing_final_state;unreachable_states,2,2,0,0,1,0,1,0,0,1,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_46_digital_watch/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_46_digital_watch/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_47_safehome_security_function,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_47_safehome_security_function/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_47_safehome_security_function/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_51_process_sale,True,True,False,False,False,False,True,False,False,2,1,1,50.0,False,0,,missing_final_state,5,1,0,0,0,1,0,1,0,1,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_51_process_sale/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_51_process_sale/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_52_microwave_oven,True,True,False,False,False,False,False,False,True,3,3,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_52_microwave_oven/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_52_microwave_oven/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_54_weather_station_system,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_54_weather_station_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_54_weather_station_system/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_59_atm_1,True,True,False,True,True,True,True,False,False,1,0,1,100.0,False,0,,missing_final_state,1,1,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_59_atm_1/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_59_atm_1/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_60_atm_2,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_60_atm_2/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_60_atm_2/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_65_plane,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_65_plane/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_65_plane/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_67_atm_many_scenarios_1,True,True,False,True,True,True,True,False,False,1,0,1,100.0,False,0,,missing_final_state,1,1,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_67_atm_many_scenarios_1/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_67_atm_many_scenarios_1/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_70_atm_many_scenarios_7,True,True,False,True,True,True,True,False,False,1,0,1,100.0,False,0,,missing_final_state,1,1,0,0,0,1,0,1,0,1,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_70_atm_many_scenarios_7/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_70_atm_many_scenarios_7/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_75_graderate,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_75_graderate/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_75_graderate/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_78_class_campaign_version_2,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_78_class_campaign_version_2/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_78_class_campaign_version_2/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_80_staff_member_class,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_80_staff_member_class/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_80_staff_member_class/run_01.puml
